,name,price,first_name,above_100
1087,Jordan Pearson,133.0667785,Pearson,True
1088,Nicholas Martinez,92.89085466,Martinez,False
1089,Mary Padilla,80.10421826,Padilla,False
1090,Scott Chapman,35.50265642,Chapman,False
1091,Pamela Bridges,144.6295474,Bridges,True
1092,Wanda Collins,268.2015723,Collins,True
1093,Mark Bender,284.7878652,Bender,True
1094,Amanda Norris,238.5092156,Norris,True
1095,Abigail Brown,214.7430832,Brown,True
1096,Brian Pham,181.4925279,Pham,True
1097,Jamie Young,103.566035,Young,True
1098,Brian Peterson,38.04520837,Peterson,False
1099,Lisa Warren,161.4920905,Warren,True
1100,Lacey Rosales,7.213924384,Rosales,False
1101,Timothy Nguyen,125.5987741,Nguyen,True
1102,Daniel Harper,183.3412059,Harper,True
1103,Barbara Smith,175.7266223,Smith,True
1104,Holly Brown,262.0761771,Brown,True
1105,Wesley Cunningham,203.7064879,Cunningham,True
1106,Rachel Mason,61.41199682,Mason,False
1107,Alicia Case,83.21400551,Case,False
1108,Thomas Wright,121.0262287,Wright,True
1109,Antonio Dominguez,153.6843015,Dominguez,True
1110,Kelsey Collins,82.84050842,Collins,False
1111,Michael Hodges,160.7558101,Hodges,True
1112,Elizabeth Gutierrez,296.8770977,Gutierrez,True
1113,Scott Brown,179.0765284,Brown,True
1114,Melvin Wiley,197.5206227,Wiley,True
1115,Stephanie Haas,103.9471064,Haas,True
1116,Lisa Medina,98.31428815,Medina,False
1117,Susan Lane,157.5607819,Lane,True
1118,William Tran,211.4631118,Tran,True
1119,Tony Morris,262.4684145,Morris,True
1120,Randy Carlson,2.022629676,Carlson,False
1121,Savannah Holland,18.73685121,Holland,False
1122,Crystal Vega,195.4269138,Vega,True
1123,Erika Espinoza,146.8767254,Espinoza,True
1124,Deborah Jones,33.06002021,Jones,False
1125,Kirsten Williams,45.11195371,Williams,False
1126,Charles Patel,83.30399432,Patel,False
1127,Mitchell Pierce,15.776147420000001,Pierce,False
1128,Misty Ramirez,258.9911258,Ramirez,True
1129,Angela West,172.2623241,West,True
1130,Mark Bowman,1.222785626,Bowman,False
1131,Christina Orr,54.85043104,Orr,False
1132,Brian Bridges,161.8777561,Bridges,True
1133,Mike Hale,251.5286632,Hale,True
1134,Amanda Allen,298.0263097,Allen,True
1135,Robert Hernandez,65.88481939,Hernandez,False
1136,Brandon Bernard,298.8441098,Bernard,True
1137,Dan Young,145.2878658,Young,True
1138,Jonathan Nguyen,216.1059458,Nguyen,True
1139,Mary Sandoval,265.508941,Sandoval,True
1140,Bryan Clark,212.5499029,Clark,True
1141,Tina Weaver,179.3223831,Weaver,True
1142,Joseph Huynh,12.12787062,Huynh,False
1143,Kelly Meyer,38.73669424,Meyer,False
1144,Mary Clark,286.9976999,Clark,True
1145,Sherry Lyons,170.6008497,Lyons,True
1146,Jonathan Adams,289.7895229,Adams,True
1147,Jeremy Henderson,6.508134318,Henderson,False
1148,Edward King,24.06968535,King,False
1149,Jennifer Butler,162.2446536,Butler,True
1150,Michael Taylor,206.1722608,Taylor,True
1151,James House,131.6344164,House,True
1152,Pamela Kelley,27.22925751,Kelley,False
1153,Kevin Peters,205.6874435,Peters,True
1154,Carolyn Sanchez,113.8708478,Sanchez,True
1155,Jacqueline Johnson,185.9381153,Johnson,True
1156,Aaron Gardner,190.9208537,Gardner,True
1157,Randall Kemp,145.9191083,Kemp,True
1158,Kristen Flores,101.0430239,Flores,True
1159,Robert Wilson,120.2049171,Wilson,True
1160,John Taylor,133.5252112,Taylor,True
1161,Misty Mckinney,200.3672862,Mckinney,True
1162,Craig Smith,34.83743898,Smith,False
1163,Brianna Long,83.56975561,Long,False
1164,Ms. Hailey Fisher,189.0879891,Hailey,True
1165,Elizabeth Cantrell,57.65410519,Cantrell,False
1166,Jennifer Ortiz,190.9098505,Ortiz,True
1167,Benjamin Conway,209.0547279,Conway,True
1168,Dr. Charles Rose,186.9338147,Charles,True
1169,Noah Mccarty,284.5797617,Mccarty,True
1170,James Casey,291.8168626,Casey,True
1171,Hector Stanton,208.8244196,Stanton,True
1172,Dustin Watkins,145.7490845,Watkins,True
1173,Chloe Pham,89.83293965,Pham,False
1174,Jordan White,94.44268301,White,False
1175,Melissa Reese,50.17771223,Reese,False
1176,Mr. Gary Taylor,91.21897341,Gary,False
1177,Michele West,8.534199297,West,False
1178,Jennifer Baker,37.99363448,Baker,False
1179,Andre Brown,183.2054624,Brown,True
1180,Joseph Murphy,50.09158495,Murphy,False
1181,Andrew Stewart,56.67172554,Stewart,False
1182,Brenda Jones,107.3488526,Jones,True
1183,Cole Harris,185.0349065,Harris,True
1184,Kimberly Levy,262.9549238,Levy,True
1185,Jerry Shannon,209.4428949,Shannon,True
1186,Blake Brown,207.5978717,Brown,True
1187,Brianna Ford,219.9278374,Ford,True
1188,Bryan Santiago,195.6040529,Santiago,True
1189,Michelle Walker,139.5794685,Walker,True
1190,David Lewis,185.4726548,Lewis,True
1191,Molly Henry,42.40494173,Henry,False
1192,Michaela Sanchez,151.7861439,Sanchez,True
1193,Samantha Ramirez,269.3879781,Ramirez,True
1194,Matthew Kramer DDS,32.67900048,Kramer,False
1195,Stephanie Marquez,12.14656879,Marquez,False
1196,Maria Short,6.141360759,Short,False
1197,Sandra Hawkins,267.8412836,Hawkins,True
1198,James Copeland,15.22065754,Copeland,False
1199,Roberto Chapman,107.9337756,Chapman,True
1200,Douglas Murphy,126.2682507,Murphy,True
1201,Lori Chavez DDS,178.6975286,Chavez,True
1202,Cynthia Weaver,140.0161562,Weaver,True
1203,Christopher Charles,133.07715,Charles,True
1204,Joshua Thompson,184.7628082,Thompson,True
1205,Michael Bowers,280.4635333,Bowers,True
1206,Kimberly Torres,260.5560398,Torres,True
1207,Scott Webb,18.12656066,Webb,False
1208,Karen Luna,155.3202047,Luna,True
1209,Shane Bradley,267.4266226,Bradley,True
1210,Shelly Long,195.7516104,Long,True
1211,Russell Medina,216.8342194,Medina,True
1212,Anne Baker,107.1643123,Baker,True
1213,Christopher Jones,221.7502609,Jones,True
1214,Kelly Espinoza,252.8804037,Espinoza,True
1215,Rachel Martinez,233.7644357,Martinez,True
1216,Elizabeth Bailey,256.095687,Bailey,True
1217,Lori Reese,192.3558831,Reese,True
1218,James Cruz,82.80534614,Cruz,False
1219,Kelly Levy,229.3728309,Levy,True
1220,Austin Roth,110.7953378,Roth,True
1221,Timothy Edwards,81.6727851,Edwards,False
1222,Michael Knight,277.5810249,Knight,True
1223,Nicolas Ray,273.9739682,Ray,True
1224,Tracy Butler,103.6948818,Butler,True
1225,Brian Novak,133.57882,Novak,True
1226,Thomas Burton,177.8040248,Burton,True
1227,Mario Humphrey,297.0996264,Humphrey,True
1228,Kelly Mcdonald,93.87930236,Mcdonald,False
1229,Melinda Smith,30.95738552,Smith,False
1230,Emily Sanchez,128.015082,Sanchez,True
1231,Dana Vega,217.6112757,Vega,True
1232,Jessica Cortez,207.0110084,Cortez,True
1233,Kelly Olson,90.15307177,Olson,False
1234,Timothy Gallegos Jr.,34.24451135,Gallegos,False
1235,Jonathan Cummings,283.0731791,Cummings,True
1236,Steven Johnson,143.4947803,Johnson,True
1237,Christopher Sullivan,246.8469546,Sullivan,True
1238,Kimberly Garcia,237.286909,Garcia,True
1239,Michael Nguyen,61.21337178,Nguyen,False
1240,Kevin Foster,144.6443317,Foster,True
1241,Jennifer Preston,10.5968548,Preston,False
1242,Mary Chapman,22.75658157,Chapman,False
1243,Marc Collins,277.8276122,Collins,True
1244,Amber Sims,35.10336774,Sims,False
1245,Shawn Kennedy,234.3444413,Kennedy,True
1246,Christine Farmer,149.5214161,Farmer,True
1247,Pam Martinez,31.56743239,Martinez,False
1248,Lisa Thompson,286.893067,Thompson,True
1249,John Bennett,87.68981426,Bennett,False
1250,Ronald Dixon,188.6288002,Dixon,True
1251,Paul Peterson,294.4931849,Peterson,True
1252,Carrie Jones,0.7520189570000001,Jones,False
1253,Tiffany Carrillo,141.1619398,Carrillo,True
1254,Katie Hanna,44.05564643,Hanna,False
1255,Seth Villanueva,58.94782805,Villanueva,False
1256,Donna Lewis,136.0621187,Lewis,True
1257,Tina Hunter,191.8180665,Hunter,True
1258,Sheri Beck,177.5338015,Beck,True
1259,Kristen Hall,118.2532241,Hall,True
1260,Douglas Morgan,104.6578216,Morgan,True
1261,Zachary Miller,219.6221064,Miller,True
1262,Teresa Collins,125.3142956,Collins,True
1263,Devon Roberts,257.064997,Roberts,True
1264,Amy Gray,87.68906218,Gray,False
1265,Tracy Wagner,80.41036549,Wagner,False
1266,Eric West,220.8165738,West,True
1267,Denise Harper,239.3630261,Harper,True
1268,Brianna Richards,145.7938648,Richards,True
1269,Shirley Garcia,105.5258162,Garcia,True
1270,James Byrd,233.9193305,Byrd,True
1271,Krista Mata,41.27185978,Mata,False
1272,Vernon Gomez,198.3759641,Gomez,True
1273,John Gilbert,29.86956496,Gilbert,False
1274,Alicia Medina,157.7823176,Medina,True
1275,Vanessa Campbell,48.40733246,Campbell,False
1276,Pamela Berg,200.2579865,Berg,True
1277,Michael Reilly,40.37878652,Reilly,False
1278,Thomas Austin,206.5552678,Austin,True
1279,Alejandra Martinez,299.595508,Martinez,True
1280,Lindsey Powers,144.7441559,Powers,True
1281,Jacqueline Sawyer,279.9313523,Sawyer,True
1282,Nancy Wilkins,94.51742417,Wilkins,False
1283,Shane White,219.8801439,White,True
1284,Daniel Rivas,130.1252196,Rivas,True
1285,Andrew Medina,223.1724054,Medina,True
1286,Donald Carson,176.6268408,Carson,True
1287,Jason Hamilton,223.8073421,Hamilton,True
1288,Mark Perez,32.23346517,Perez,False
1289,Christina Mann,49.62966498,Mann,False
1290,Matthew Miller,215.4342234,Miller,True
1291,Nicholas Mccarthy,53.4257119,Mccarthy,False
1292,John Barnett,105.2054949,Barnett,True
1293,Paige Hudson,46.07679429,Hudson,False
1294,Dr. Edward Marshall MD,248.2859166,Edward,True
1295,Gina Higgins,41.63209155,Higgins,False
1296,Linda Ellis,239.1806734,Ellis,True
1297,Daniel Wade,8.806478022,Wade,False
1298,Jessica Weiss,2.388986621,Weiss,False
1299,Erik Aguilar,148.0744135,Aguilar,True
1300,Mr. Gregg Baker,161.510241,Gregg,True
1301,Bradley Compton,109.1835791,Compton,True
1302,Timothy Sanders,99.61045296,Sanders,False
1303,Steve Mccall,256.1030698,Mccall,True
1304,Thomas Hull,47.49049225,Hull,False
1305,Carla Cunningham,25.42770724,Cunningham,False
1306,Rachel Sullivan,36.8070627,Sullivan,False
1307,Latoya Little,57.42486685,Little,False
1308,Sarah Harvey,158.7092651,Harvey,True
1309,Kayla Wright,83.15242904,Wright,False
1310,Andrew Tanner,220.528662,Tanner,True
1311,Aaron Hansen,258.8640526,Hansen,True
1312,Hunter Atkinson,209.4582127,Atkinson,True
1313,Richard Williams,186.8067228,Williams,True
1314,Frank Martinez,200.2154219,Martinez,True
1315,Timothy Burns,41.18516716,Burns,False
1316,Melissa Ortiz,279.0138003,Ortiz,True
1317,Henry White DDS,199.247785,White,True
1318,Amanda Mccoy,114.3557682,Mccoy,True
1319,Pamela Cox,262.0437378,Cox,True
1320,Linda Ray,250.7989091,Ray,True
1321,Brooke Hernandez,52.93529633,Hernandez,False
1322,Lisa Livingston,142.7259156,Livingston,True
1323,Eugene Mason,222.9114605,Mason,True
1324,Stephen Reid,34.1693553,Reid,False
1325,Kevin Landry,193.6091568,Landry,True
1326,Jamie Porter,258.2181927,Porter,True
1327,Daniel Cunningham,179.3703441,Cunningham,True
1328,Victor Marsh,219.9757791,Marsh,True
1329,Mr. Ryan Rodriguez,71.20559309,Ryan,False
1330,Brittany Bradley,246.9395419,Bradley,True
1331,Amy Wallace,98.62126666,Wallace,False
1332,Alex Smith,196.5458057,Smith,True
1333,Timothy King,28.0414159,King,False
1334,Charles Jennings,79.81066083,Jennings,False
1335,Jessica Vargas,21.42151951,Vargas,False
1336,Jacqueline Briggs,18.13293516,Briggs,False
1337,Laurie Gonzales,195.1759565,Gonzales,True
1338,Olivia Clark,107.634949,Clark,True
1339,Donald Molina,12.897692750000001,Molina,False
1340,Ricky Allen,257.9762038,Allen,True
1341,Catherine Rodriguez,185.2494938,Rodriguez,True
1342,Mr. Daniel Torres,59.36058847,Daniel,False
1343,David Shepherd,146.5042,Shepherd,True
1344,Jonathan Hansen,65.38248265,Hansen,False
1345,Benjamin Griffin,262.1081442,Griffin,True
1346,Tracey Hess,102.8565045,Hess,True
1347,Victoria Walker,283.1492381,Walker,True
1348,Cathy Carney,266.4430678,Carney,True
1349,John Gibbs,218.5275094,Gibbs,True
1350,Angela Torres,198.8912726,Torres,True
1351,Harold Glover,164.159322,Glover,True
1352,Dawn Myers,126.863237,Myers,True
1353,Ashley Spencer,199.2922136,Spencer,True
1354,Mary Walters,134.08613450000001,Walters,True
1355,Christina Davenport,140.0786431,Davenport,True
1356,Brian Johnson,106.2343157,Johnson,True
1357,Crystal Contreras,209.8939181,Contreras,True
1358,Tanya Turner,232.3607759,Turner,True
1359,Katelyn Durham,34.86538887,Durham,False
1360,Nathaniel Wilson,233.2345956,Wilson,True
1361,Joseph Long,76.06925903,Long,False
1362,Mallory Hall,293.5445425,Hall,True
1363,Bianca Chavez,244.5409595,Chavez,True
1364,Victoria Strickland,226.78696,Strickland,True
1365,Scott Jackson,44.25908098,Jackson,False
1366,Patrick Smith,186.583267,Smith,True
1367,Samuel West,239.8842255,West,True
1368,Dr. Brian Baker,225.969486,Brian,True
1369,Haley Baldwin,168.1890685,Baldwin,True
1370,Joanna Fernandez,40.50912655,Fernandez,False
1371,Jeffrey Berg,36.85605931,Berg,False
1372,Alexander Wilson,255.1450177,Wilson,True
1373,David Fuller,263.545785,Fuller,True
1374,Laura Kramer,178.2939999,Kramer,True
1375,Melinda Lambert,113.6953609,Lambert,True
1376,April Cole,157.7590664,Cole,True
1377,Jill Thornton,167.4681547,Thornton,True
1378,Holly Riley,204.6273975,Riley,True
1379,Beth Kim,11.01260527,Kim,False
1380,Kelly Thomas,251.9575295,Thomas,True
1381,Teresa James,119.0598333,James,True
1382,Jasmine Johnson,168.5359222,Johnson,True
1383,Brian Wood,249.0831484,Wood,True
1384,Deborah Estes,181.1243035,Estes,True
1385,Jeremy Knight,267.9077519,Knight,True
1386,Abigail Mccoy,71.79365804,Mccoy,False
1387,Chad Sellers,114.2708631,Sellers,True
1388,James Terry,280.1620198,Terry,True
1389,Rachael Watson,46.35207578,Watson,False
1390,Jeffrey Poole,61.756794,Poole,False
1391,Matthew Salazar,99.92305376,Salazar,False
1392,Christopher Small,94.26105369,Small,False
1393,Noah Smith,239.6347397,Smith,True
1394,Steven Mack,39.00781023,Mack,False
1395,Casey Castillo,272.1400411,Castillo,True
1396,Rachel Poole,283.7765656,Poole,True
1397,Karen Sutton,140.5502933,Sutton,True
1398,John Martinez,289.2606726,Martinez,True
1399,Michele Harrington,3.997445113,Harrington,False
1400,Cheyenne Brown,253.1142817,Brown,True
1401,David Turner,121.417536,Turner,True
1402,Brian Carter,78.81410568,Carter,False
1403,Sheena Ward,292.817983,Ward,True
1404,Anthony Carson,218.7734947,Carson,True
1405,Janet Zavala,17.08133565,Zavala,False
1406,Cynthia Smith,8.747993771,Smith,False
1407,Carla Cannon,288.1884269,Cannon,True
1408,Lacey Lopez,278.1729299,Lopez,True
1409,Amy Copeland,269.0103495,Copeland,True
1410,Kristin Jacobs,11.69491035,Jacobs,False
1411,Antonio Ferguson,297.3314003,Ferguson,True
1412,Isabella Bush DDS,264.98467,Bush,True
1413,James Davidson,264.8193048,Davidson,True
1414,Holly Mendoza,54.4460707,Mendoza,False
1415,Jordan Lopez,66.64716665,Lopez,False
1416,Antonio Ryan,95.58598206,Ryan,False
1417,Raymond Ware,232.505199,Ware,True
1418,Alexander Stafford,201.5142442,Stafford,True
1419,Kevin Clayton,73.98622457,Clayton,False
1420,Kristen Rice,160.9482014,Rice,True
1421,Joseph Moore,123.3370869,Moore,True
1422,Bryan Riley,103.9286567,Riley,True
1423,Diana Flores,143.1372157,Flores,True
1424,Kathryn Lawrence MD,78.31057308,Lawrence,False
1425,Deanna Smith,249.6006637,Smith,True
1426,Nancy Miller,3.869209803,Miller,False
1427,David Horton,34.62084961,Horton,False
1428,Zachary Esparza,71.18403611,Esparza,False
1429,Victoria Moreno,255.7125246,Moreno,True
1430,Douglas Skinner,275.562885,Skinner,True
1431,Timothy Spencer,115.2203169,Spencer,True
1432,Daniel Oconnor,210.4807879,Oconnor,True
1433,Ryan Fitzgerald,158.7712643,Fitzgerald,True
1434,Natalie Martinez,136.0759177,Martinez,True
1435,Joyce Hayes,9.323647262,Hayes,False
1436,Amber Morris,89.45784699,Morris,False
1437,Tiffany Jackson,33.51449337,Jackson,False
1438,Tiffany Vasquez,253.20256,Vasquez,True
1439,John Douglas,166.2967286,Douglas,True
1440,William Reed,215.3055149,Reed,True
1441,Nicole James,141.1921941,James,True
1442,Mrs. Danielle Miller,141.0542037,Danielle,True
1443,Sarah Miller,22.37833918,Miller,False
1444,John Morrison,252.1654315,Morrison,True
1445,Sarah Coleman,137.2229765,Coleman,True
1446,Daniel Smith,49.99955025,Smith,False
1447,Kurt Butler,93.24935853,Butler,False
1448,Cody Becker,248.4317247,Becker,True
1449,Miss Molly Miller,210.3994579,Molly,True
1450,Craig Bailey,102.1427287,Bailey,True
1451,Derrick Campbell,159.4048126,Campbell,True
1452,Jennifer Ibarra,169.3222197,Ibarra,True
1453,Timothy Black,160.4213892,Black,True
1454,Shawn Blanchard,159.5561394,Blanchard,True
1455,Brian Johnson,95.74294191,Johnson,False
1456,Patricia Gray,122.9008236,Gray,True
1457,James White,124.1837338,White,True
1458,William Smith,115.4835008,Smith,True
1459,Mrs. Hannah Cummings,206.3793778,Hannah,True
1460,Philip Mills,149.7690573,Mills,True
1461,Emily Berry,194.8537868,Berry,True
1462,Casey Coffey,173.0530825,Coffey,True
1463,Regina Johnson,1.366200222,Johnson,False
1464,Steven Waters,159.0953606,Waters,True
1465,Joshua Gonzalez,193.4520864,Gonzalez,True
1466,Kimberly Green,240.8174556,Green,True
1467,Thomas Nelson DDS,188.2214297,Nelson,True
1468,Robert Rivera DVM,252.7137124,Rivera,True
1469,Miss Michelle Lewis,219.5320111,Michelle,True
1470,Linda Barajas,126.6695321,Barajas,True
1471,Amber Jensen,87.74180917,Jensen,False
1472,John Owens,240.6708452,Owens,True
1473,Elizabeth Benitez,22.97631526,Benitez,False
1474,Sarah Smith,54.02302876,Smith,False
1475,Jonathan Hernandez,113.6405881,Hernandez,True
1476,Benjamin Stevens,241.9631335,Stevens,True
1477,Isaac Roth,64.00283561,Roth,False
1478,Lauren Smith,191.044241,Smith,True
1479,Nicole Duffy MD,169.9221056,Duffy,True
1480,Emily Vega,102.1788734,Vega,True
1481,Jesse Stone,99.13220181,Stone,False
1482,Nancy Lucas,277.221375,Lucas,True
1483,Thomas Horne,285.5453065,Horne,True
1484,Jo Humphrey,280.7676032,Humphrey,True
1485,Nicholas Marquez,247.2806899,Marquez,True
1486,Cathy Todd,23.32822158,Todd,False
1487,Vicki Harmon,155.3649927,Harmon,True
1488,Brent Lloyd,74.12808307,Lloyd,False
1489,Jonathan Hill,64.18574136,Hill,False
1490,Timothy Kelly,106.2473392,Kelly,True
1491,Donna Martinez,26.68721252,Martinez,False
1492,Tammy Miles,134.7480083,Miles,True
1493,Stephen Fields,270.2637016,Fields,True
1494,Paige Kemp,132.6889381,Kemp,True
1495,Hannah Myers,97.02475645,Myers,False
1496,Tanya Garcia,65.80094229,Garcia,False
1497,Elizabeth Moody,224.6917837,Moody,True
1498,Christina Murray,178.7962602,Murray,True
1499,Emma Berry,265.2866914,Berry,True
1500,Rebecca Santos,40.21365447,Santos,False
1501,Tammy Williams,113.8258857,Williams,True
1502,Lauren Zimmerman DDS,24.09907887,Zimmerman,False
1503,Amy Reed,291.715691,Reed,True
1504,Peter Holland,39.10990181,Holland,False
1505,Stephen Martinez,5.998153471,Martinez,False
1506,Evan Martinez,71.83961188,Martinez,False
1507,Stephanie Smith,184.314629,Smith,True
1508,Robert Schultz,79.44358021,Schultz,False
1509,Steven Price,249.5073848,Price,True
1510,William Park,150.5623351,Park,True
1511,Cole Butler,257.9254795,Butler,True
1512,Jessica Prince,199.1027248,Prince,True
1513,Brian Smith,269.7331691,Smith,True
1514,Mark Ortiz,64.53490182,Ortiz,False
1515,Shane Garcia,232.922679,Garcia,True
1516,Tammy Lowe,163.4958412,Lowe,True
1517,Bonnie Parsons,120.8240102,Parsons,True
1518,Christopher Gross,190.4850752,Gross,True
1519,Jason Hawkins,281.2010935,Hawkins,True
1520,Diane Lee,190.3914018,Lee,True
1521,Jeffrey Rodriguez,171.7063904,Rodriguez,True
1522,Destiny Thompson,69.95080058,Thompson,False
1523,Carol Johnston,20.22996482,Johnston,False
1524,Catherine Cline,196.0019512,Cline,True
1525,Joseph Bond,213.4508658,Bond,True
1526,Whitney Russell,93.70821741,Russell,False
1527,Joseph Brown,177.5369542,Brown,True
1528,Andrea Cherry,218.9439696,Cherry,True
1529,Ronnie James,11.30319991,James,False
1530,Jesse Wagner,105.0391223,Wagner,True
1531,Jennifer Johnson,25.24601464,Johnson,False
1532,Christina Miller,23.52475039,Miller,False
1533,Amy Collins,216.3060305,Collins,True
1534,Nathaniel Curtis,180.009785,Curtis,True
1535,Joann Patel,226.8922119,Patel,True
1536,Daniel Gonzalez,296.9639688,Gonzalez,True
1537,Donna Harris,112.1535852,Harris,True
1538,Patricia Gomez,61.97861251,Gomez,False
1539,Christopher Douglas,108.5670438,Douglas,True
1540,Thomas Glover,192.6749797,Glover,True
1541,Ryan Fischer,176.8811448,Fischer,True
1542,Briana Turner,77.99745823,Turner,False
1543,Patrick Williams,205.5282628,Williams,True
1544,Kathryn Morris,258.3381969,Morris,True
1545,Jonathan Henry,216.6217318,Henry,True
1546,Jonathan Navarro,207.5050139,Navarro,True
1547,Steven Ryan,98.03488481,Ryan,False
1548,Matthew Rodriguez,194.1558586,Rodriguez,True
1549,Laurie Stewart,243.6585038,Stewart,True
1550,Joseph Ramirez,208.5389863,Ramirez,True
1551,Eric Harris,215.3027448,Harris,True
1552,Amy Townsend,89.62083691,Townsend,False
1553,Jeffrey Gutierrez,91.68831326,Gutierrez,False
1554,Kenneth Zimmerman,227.6497143,Zimmerman,True
1555,Jonathan Guerrero,20.03177994,Guerrero,False
1556,James Thomas,81.77643056,Thomas,False
1557,James Bradshaw,233.6904132,Bradshaw,True
1558,Edgar Moreno,279.0886499,Moreno,True
1559,Margaret Roberts,119.9029449,Roberts,True
1560,Mary Gonzales,5.041468474,Gonzales,False
1561,Deborah Ortiz,251.1195948,Ortiz,True
1562,Jesse Thomas,23.19440916,Thomas,False
1563,Taylor Torres,114.306217,Torres,True
1564,Jennifer Sampson,134.9550998,Sampson,True
1565,Jennifer Shaffer,139.3268183,Shaffer,True
1566,Melanie Griffith,97.98733229,Griffith,False
1567,Michelle May,151.0133675,May,True
1568,Lori Morales,15.93710006,Morales,False
1569,Alexandra Shelton,205.1698084,Shelton,True
1570,Carl Gonzalez,161.5347512,Gonzalez,True
1571,Maria Miller,241.2911729,Miller,True
1572,Chad Kelly,273.3206706,Kelly,True
1573,Eileen Davis,55.99921219,Davis,False
1574,Jacob White,176.3832715,White,True
1575,Tony Howard,56.29751552,Howard,False
1576,Randy Franklin,10.70092932,Franklin,False
1577,Taylor Davidson,164.2349526,Davidson,True
1578,Nicole Rivas,283.3434254,Rivas,True
1579,Daniel Martinez,82.42854517,Martinez,False
1580,Theresa Potter,63.49315896,Potter,False
1581,William Kerr,193.1528858,Kerr,True
1582,Erin Anderson,145.1617851,Anderson,True
1583,Carlos Sawyer,91.16472066,Sawyer,False
1584,Steven Reyes,90.51351057,Reyes,False
1585,Robert Johnson,151.34255,Johnson,True
1586,John Kelley,264.1445291,Kelley,True
1587,Melissa Franklin,154.5602915,Franklin,True
1588,Travis Davis,288.2220857,Davis,True
1589,Adam Bailey,42.6613963,Bailey,False
1590,Crystal Peterson,171.6499461,Peterson,True
1591,David Anderson,131.2363431,Anderson,True
1592,David Allen III,100.869253,Allen,True
1593,Jose Mitchell,219.3702027,Mitchell,True
1594,Harry Miller,258.864091,Miller,True
1595,Jay Smith,174.5402259,Smith,True
1596,David Spence,39.44159283,Spence,False
1597,Alicia Young,49.05124089,Young,False
1598,Gregory Cooper,84.87613039,Cooper,False
1599,Michelle Brown,299.6697558,Brown,True
1600,Melissa Johnson,54.77661634,Johnson,False
1601,Robert Hunter,233.2112326,Hunter,True
1602,Ellen Montes,114.6587627,Montes,True
1603,Madeline Terry,143.0680216,Terry,True
1604,Gregory Mclean,100.1416644,Mclean,True
1605,Rebekah Fischer,35.84139135,Fischer,False
1606,Wendy Sexton,104.2529105,Sexton,True
1607,Angela Spencer,130.0368995,Spencer,True
1608,Brent Richards,287.8512449,Richards,True
1609,Christina Price,220.4715324,Price,True
1610,Christopher Kim,268.0940814,Kim,True
1611,Kristie White,3.731188383,White,False
1612,Eric Anderson,151.1694298,Anderson,True
1613,Patrick Moran,202.9421153,Moran,True
1614,Kimberly Dillon,148.7636914,Dillon,True
1615,Michael Morris,186.2739438,Morris,True
1616,Stephanie Garcia,135.3374805,Garcia,True
1617,Amber Randall,161.7867294,Randall,True
1618,Matthew Morris,177.4675144,Morris,True
1619,Brandon Henry,189.2640002,Henry,True
1620,Elizabeth Jones,1.721334549,Jones,False
1621,Manuel Reyes,56.11399451,Reyes,False
1622,Cindy Blackburn,277.3116641,Blackburn,True
1623,Mindy Valentine,296.0404881,Valentine,True
1624,Mary Stevenson,54.15138665,Stevenson,False
1625,Emma Beltran,280.6140783,Beltran,True
1626,Matthew Jacobson,234.4755743,Jacobson,True
1627,Paul Phillips,52.38933174,Phillips,False
1628,James Porter,167.6916337,Porter,True
1629,David Harrison,216.557277,Harrison,True
1630,Tara Davidson,177.5977319,Davidson,True
1631,Donna Kelly,235.9643853,Kelly,True
1632,Renee Mayer,29.66478775,Mayer,False
1633,Victor Davis,292.350032,Davis,True
1634,Marc Abbott,144.0427399,Abbott,True
1635,Kevin Flores,2.04595842,Flores,False
1636,Sarah Mayo,243.1576185,Mayo,True
1637,Anthony Morgan,74.4186564,Morgan,False
1638,Sarah Wong,22.83835501,Wong,False
1639,Tanya Martinez,226.3518126,Martinez,True
1640,Jacob Lewis,177.8268318,Lewis,True
1641,Valerie Spencer,110.1150755,Spencer,True
1642,Kelly Drake,223.7749938,Drake,True
1643,Zachary Foster,256.8934808,Foster,True
1644,Susan Summers,203.444613,Summers,True
1645,Stacy Jones,282.2103928,Jones,True
1646,Alicia Roberts,115.3415793,Roberts,True
1647,Charlene Patterson,231.5902435,Patterson,True
1648,Mike Hudson,90.77833228,Hudson,False
1649,Nichole Murray,257.2125882,Murray,True
1650,Anthony Robinson,174.6749074,Robinson,True
1651,Andrew Sutton,55.09426008,Sutton,False
1652,John Munoz,10.76162589,Munoz,False
1653,Antonio Gray,254.1989765,Gray,True
1654,Mallory Bright,17.36455275,Bright,False
1655,Zachary Johnson,164.0094798,Johnson,True
1656,Scott Zimmerman,210.8359631,Zimmerman,True
1657,Nicolas Myers,191.5740332,Myers,True
1658,Dakota Silva,0.201983149,Silva,False
1659,Cynthia Crawford,138.5852088,Crawford,True
1660,Larry Smith,203.4597291,Smith,True
1661,Victoria Hoover,49.76932196,Hoover,False
1662,Carl Shannon,75.01050543,Shannon,False
1663,Melissa Hardy,57.46719339,Hardy,False
1664,Carolyn Smith,217.4986594,Smith,True
1665,Austin Washington,123.7356729,Washington,True
1666,Jacob Spencer MD,194.4500649,Spencer,True
1667,Earl Jackson,146.4381711,Jackson,True
1668,Nicole Simmons,100.4466707,Simmons,True
1669,Phillip Hurst,70.27347634,Hurst,False
